scientific_name,latitude,longitude,observed_on,provider
Vanessa cardui,40.7934616667,-111.841675,2019-05-10,iNat
Vanessa cardui,35.27937,-120.68048,2019-05-10,iNat
Vanessa cardui,34.1060555,-118.934555,2019-05-10,iNat
Vanessa cardui,29.8843933333,-100.9908766667,2019-05-06,iNat
Libytheana carinenta,32.3437892723,-110.7805251224,2019-05-07,iNat
Celastrina echo,48.641915,-123.6508083333,2019-05-07,iNat
Vanessa cardui,38.3631600833,-121.9390775509,2019-05-09,iNat
Vanessa cardui,38.3631600833,-121.9390775509,2019-05-10,iNat
Vanessa cardui,35.8097894211,-115.9626131506,2019-05-10,iNat
Vanessa cardui,35.8099666564,-115.9626112227,2019-05-10,iNat
Vanessa cardui,38.6123116667,-121.5333416667,2019-05-10,iNat
Vanessa cardui,37.296495179,-122.2655148302,2019-05-10,iNat
Vanessa cardui,37.2906724477,-122.2625410947,2019-05-10,iNat
Vanessa cardui,40.85509516,-124.09777545,2019-05-10,iNat
Vanessa cardui,36.9904366667,-121.9244616667,2019-05-09,iNat
Vanessa cardui,37.6481083333,-121.0341805,2019-05-10,iNat
Vanessa cardui,40.0403493354,-105.1975780397,2019-05-10,iNat
Vanessa cardui,38.446581,-123.1263926,2019-05-10,iNat
Vanessa cardui,37.3855633333,-122.0943833333,2019-05-10,iNat
Vanessa cardui,40.7062683333,-111.8677716667,2019-05-10,iNat
Vanessa cardui,40.7062683333,-111.8677716667,2019-05-10,iNat
Vanessa cardui,40.7062683333,-111.8677716667,2019-05-10,iNat
Vanessa cardui,40.7062683333,-111.8677716667,2019-05-10,iNat
Vanessa cardui,40.7061904553,-111.8677850783,2019-05-10,iNat
Vanessa cardui,40.7059972,-111.8676413,2019-05-10,iNat
Vanessa cardui,38.7414833333,-121.1482383333,2019-05-10,iNat
Vanessa cardui,40.1345180642,-105.1839758978,2019-05-10,iNat
Vanessa cardui,37.7822816102,-122.5086951357,2019-05-07,iNat
Vanessa cardui,38.740295,-121.1469416667,2019-05-10,iNat
Vanessa cardui,38.74046,-121.14601,2019-05-10,iNat
Vanessa cardui,35.3801694967,-118.1116280011,2019-05-05,iNat
Colias eurytheme,35.3801694967,-118.1116280011,2019-05-05,iNat
Vanessa cardui,37.8730528959,-122.2768881137,2019-05-09,iNat
Vanessa cardui,37.8730528959,-122.2768881137,2019-05-09,iNat
Vanessa cardui,37.8730528959,-122.2768881137,2019-05-09,iNat
Vanessa cardui,34.0359420776,-118.7774276733,2019-05-08,iNat
Vanessa cardui,37.317752895,-122.0609806341,2019-05-10,iNat
Vanessa cardui,37.8731375864,-122.2768559272,2019-05-09,iNat
Vanessa cardui,37.4998008752,-122.3295112427,2019-05-10,iNat
Vanessa cardui,37.2824278718,-122.0658735955,2019-05-07,iNat
Vanessa cardui,37.8989184287,-121.9904745388,2019-05-10,iNat
Vanessa cardui,37.8690216667,-122.4261466667,2019-05-10,iNat
Vanessa cardui,38.1532466389,-122.1893133056,2019-05-08,iNat
Vanessa cardui,38.1557133056,-122.1845916667,2019-05-08,iNat
Vanessa cardui,34.237928103,-119.060108886,2019-05-11,iNat
Vanessa cardui,37.4471677,-121.8478095,2019-05-06,iNat
Vanessa cardui,37.7881354365,-122.477485612,2019-05-10,iNat
Vanessa cardui,33.8484244561,-118.3455385176,2019-05-11,iNat
Vanessa cardui,34.28219167,-119.2537981,2019-05-11,iNat
Vanessa cardui,34.0384025574,-118.8751831055,2019-05-11,iNat
Vanessa cardui,34.0383573069,-118.8747547529,2019-05-11,iNat
Vanessa cardui,34.43385,-119.7111883333,2019-05-11,iNat
Vanessa cardui,38.5498948815,-121.7826654018,2019-05-11,iNat
Vanessa cardui,34.2382926941,-119.1775054932,2019-05-11,iNat
Vanessa cardui,37.3958993419,-121.8247480082,2019-05-10,iNat
Vanessa cardui,38.6239703518,-120.9589656522,2019-05-11,iNat
Celastrina echo,48.6446354399,-123.7386602071,2019-05-07,iNat
Vanessa cardui,38.6227624957,-120.9584338871,2019-05-11,iNat
Vanessa cardui,38.1816444444,-122.2327972222,2019-05-05,iNat
Vanessa cardui,33.869105,-118.3136283333,2019-05-11,iNat
Vanessa cardui,34.2392,-119.1761383333,2019-05-09,iNat
Vanessa cardui,38.0760916667,-122.5116716667,2019-05-06,iNat
Vanessa cardui,36.1008938454,-115.0229950994,2019-05-11,iNat
Vanessa cardui,34.055425,-118.1027666667,2019-05-01,iNat
Vanessa cardui,34.2164955459,-118.8245084678,2019-05-11,iNat
Vanessa cardui,40.7364444947,-111.9223255199,2019-05-11,iNat
Vanessa cardui,40.7365378352,-111.9227060355,2019-05-11,iNat
Vanessa cardui,33.9715216728,-118.1480712724,2019-05-11,iNat
Vanessa cardui,34.3741416667,-119.305655,2019-05-11,iNat
Vanessa cardui,34.0379269654,-118.8746299782,2019-05-11,iNat
Vanessa cardui,34.1131810325,-118.9254548595,2019-05-11,iNat
Vanessa cardui,37.7736909595,-122.4569735025,2019-05-11,iNat
Vanessa cardui,40.7368016075,-111.9220561873,2019-05-11,iNat
Vanessa cardui,38.509936031,-122.9046106838,2019-05-10,iNat
Vanessa cardui,38.4078939851,-122.8901744884,2019-05-10,iNat
Vanessa cardui,38.473405625,-122.9284007659,2019-05-10,iNat
Vanessa cardui,38.4003315206,-122.9718090523,2019-05-10,iNat
Vanessa cardui,38.5255088016,-122.8917441994,2019-05-10,iNat
Vanessa cardui,37.9199924246,-122.49437478,2019-05-11,iNat
Vanessa cardui,37.9200295592,-122.4943854568,2019-05-11,iNat
Vanessa cardui,40.7361030861,-111.9226492208,2019-05-11,iNat
Vanessa cardui,34.5197333333,-118.6161416667,2019-05-11,iNat
Vanessa cardui,37.8905,-122.1514055,2019-05-11,iNat
Vanessa cardui,36.8182,-119.6854633333,2019-05-11,iNat
Vanessa cardui,40.736481878,-111.9228081499,2019-05-11,iNat
Vanessa cardui,38.483295,-122.5717916667,2019-05-10,iNat
Vanessa cardui,35.1371721667,-120.5980216667,2019-05-11,iNat
Vanessa cardui,38.5474583333,-123.29705,2019-04-24,iNat
Celastrina echo,38.4814916667,-122.5730833333,2019-03-19,iNat
Vanessa cardui,34.148125,-118.7941966667,2019-05-11,iNat
Vanessa cardui,40.6969451904,-111.7872238159,2019-05-11,iNat
Vanessa cardui,34.1160055,-118.9251466667,2019-05-11,iNat
Vanessa cardui,40.61261916,-117.0577233285,2019-05-05,iNat
Vanessa cardui,40.736164093,-111.9229431152,2019-05-11,iNat
Vanessa cardui,38.6635029684,-121.5684937197,2019-05-11,iNat
Vanessa cardui,38.6168394701,-120.9563786522,2019-05-11,iNat
Vanessa cardui,37.4638883333,-122.268845,2019-05-11,iNat
Vanessa cardui,40.7059972,-111.8676413,2019-05-11,iNat
Vanessa cardui,40.7059972,-111.8676413,2019-05-11,iNat
Vanessa cardui,40.7059972,-111.8676413,2019-05-11,iNat
Vanessa cardui,40.7364672446,-111.922789035,2019-05-11,iNat
Vanessa cardui,34.0385028333,-118.875375,2019-05-11,iNat
Vanessa cardui,37.7333764458,-122.4517148629,2019-05-11,iNat
Vanessa cardui,37.7332796568,-122.4468674259,2019-05-11,iNat
Vanessa cardui,34.13465418,-118.34176388,2019-05-11,iNat
Vanessa cardui,34.0745791002,-118.6022368168,2019-05-11,iNat
Vanessa cardui,38.6496192869,-121.0108496157,2019-05-11,iNat
Vanessa cardui,37.9199633334,-122.4943801225,2019-05-11,iNat
Vanessa cardui,34.180205,-118.0966638333,2019-05-04,iNat
Vanessa cardui,39.4292269797,-123.4041218287,2019-05-11,iNat
Vanessa cardui,37.2204612103,-121.871413244,2019-05-11,iNat
Vanessa cardui,34.0744971671,-118.6021517405,2019-05-11,iNat
Vanessa cardui,33.7681404362,-118.1554066138,2019-05-11,iNat
Vanessa cardui,37.920140905,-122.4942862988,2019-05-11,iNat
Vanessa cardui,40.7362129732,-111.9228805181,2019-05-11,iNat
Vanessa cardui,40.7364858209,-111.9235243893,2019-05-11,iNat
Vanessa cardui,37.41822245,-122.0036677238,2019-05-11,iNat
Vanessa cardui,36.6232636672,-121.9132005276,2019-05-11,iNat
Vanessa cardui,39.2289147668,-121.0893583828,2019-05-11,iNat
Vanessa cardui,34.4512849633,-119.7104075096,2019-05-11,iNat
Vanessa cardui,37.7342185974,-122.4894485474,2019-05-11,iNat
Vanessa cardui,34.280620575,-119.1937866211,2019-05-11,iNat
Vanessa cardui,37.5816402517,-122.3858491801,2019-05-11,iNat
Vanessa cardui,34.1972356802,-118.5100780429,2019-05-11,iNat
Vanessa cardui,37.8018722534,-122.4052658081,2019-05-11,iNat
Vanessa cardui,34.20937701,-118.50174037,2019-05-11,iNat
Vanessa cardui,34.0185980396,-118.395835461,2019-05-11,iNat
Vanessa cardui,37.8851513889,-122.225445,2019-05-11,iNat
Vanessa cardui,34.2234960163,-119.1812936963,2019-05-10,iNat
Vanessa cardui,34.2230568938,-119.1815780104,2019-05-10,iNat
Vanessa cardui,34.2234612258,-119.1821374083,2019-05-10,iNat
Vanessa cardui,34.2231927054,-119.1822207905,2019-05-10,iNat
Vanessa cardui,34.2215391538,-119.1816247975,2019-05-10,iNat
Vanessa cardui,34.2215513095,-119.1818808871,2019-05-10,iNat
Vanessa cardui,34.1002405063,-118.0121106004,2019-05-11,iNat
Vanessa cardui,37.4746083333,-122.2846616667,2019-05-11,iNat
Vanessa cardui,34.0038629505,-118.0507396138,2019-05-11,iNat
Vanessa cardui,40.01547248,-105.314198265,2019-05-11,iNat
Vanessa cardui,37.8692666667,-122.4261033333,2019-05-11,iNat
Vanessa cardui,34.0838043,-118.2365812,2019-05-11,iNat
Celastrina echo,48.6859954743,-123.4228573813,2019-05-11,iNat
Vanessa cardui,37.9580833333,-122.3610166667,2019-05-11,iNat
Vanessa cardui,37.8973966667,-122.2511833333,2019-05-11,iNat
Vanessa cardui,33.8686783333,-118.3151333333,2019-05-11,iNat
Vanessa cardui,34.43108,-119.7817533333,2019-05-11,iNat
Vanessa cardui,36.9639652576,-122.002790542,2019-05-11,iNat
Vanessa cardui,34.1208958828,-118.7075042484,2019-05-11,iNat
Vanessa cardui,38.3677032506,-122.7116236836,2019-05-11,iNat
Vanessa cardui,34.15133936,-118.39966938,2019-05-11,iNat
Vanessa cardui,34.0918195,-118.1884083333,2019-05-11,iNat
Colias eurytheme,31.96513415,-102.1176313342,2019-05-09,iNat
Vanessa cardui,34.26072,-118.6167966667,2019-05-11,iNat
Colias eurytheme,33.3938533333,-104.6400533333,2019-05-11,iNat
Vanessa cardui,34.1152528333,-118.3045583333,2019-05-11,iNat
Vanessa cardui,38.55333804,-121.35050714,2019-05-11,iNat
Vanessa cardui,37.5487672432,-122.2990709566,2019-05-11,iNat
Vanessa cardui,38.6755867004,-121.1751556396,2019-05-11,iNat
Vanessa cardui,40.3053651905,-121.2227095904,2019-05-11,iNat
Vanessa cardui,37.9200383333,-122.4943466667,2019-05-11,iNat
Vanessa cardui,38.5508333333,-121.4597222222,2019-05-11,iNat
Vanessa cardui,34.7620124817,-118.7940063477,2019-05-11,iNat
Vanessa cardui,42.9685655433,-123.4692418492,2019-05-10,iNat
Vanessa cardui,42.9685655433,-123.4692418492,2019-05-10,iNat
Vanessa cardui,39.3319083333,-121.0561833333,2019-05-11,iNat
Celastrina echo,41.2438154204,-122.0206168491,2019-05-10,iNat
Vanessa cardui,34.0811516667,-118.23995,2019-05-11,iNat
Vanessa cardui,34.0814516667,-118.23862,2019-05-11,iNat
Vanessa cardui,38.5125492389,-121.3635228505,2019-05-11,iNat
Vanessa cardui,33.9891083526,-118.024674654,2019-05-11,iNat
Vanessa cardui,47.4917218446,-122.0577868337,2019-05-11,iNat
Vanessa cardui,34.0016222217,-118.8076866667,2019-05-09,iNat
Vanessa cardui,37.8955116667,-122.2484366667,2019-05-11,iNat
Vanessa cardui,38.5808218841,-122.7068847952,2019-05-11,iNat
Vanessa cardui,37.7729415894,-122.2137985229,2019-05-09,iNat
Vanessa cardui,37.5474025762,-119.6377275755,2019-05-11,iNat
Vanessa cardui,37.5707348686,-121.6974775396,2019-05-11,iNat
Vanessa cardui,37.5691361581,-121.6988079153,2019-05-11,iNat
Vanessa cardui,34.0511480705,-119.5653328122,2019-05-11,iNat
Vanessa cardui,34.0515793214,-119.5676736072,2019-05-11,iNat
Vanessa cardui,34.051329583,-119.5718283765,2019-05-11,iNat
Vanessa cardui,34.4400815148,-119.2412190994,2019-05-11,iNat
Libytheana carinenta,31.726855,-110.8811716667,2019-05-11,iNat
Vanessa cardui,37.9418716667,-122.5354533333,2019-05-11,iNat
Vanessa cardui,42.1153655501,-122.4793229792,2019-05-08,iNat
Vanessa cardui,37.89650133,-122.58913144,2019-05-10,iNat
Vanessa cardui,34.2011522956,-118.2129600272,2019-05-11,iNat
Vanessa cardui,37.733405,-122.1206583333,2019-05-11,iNat
Vanessa cardui,37.8958511353,-122.5649871826,2019-05-09,iNat
Vanessa cardui,34.104825,-117.7193083333,2019-05-11,iNat
Vanessa cardui,36.503614,-121.186496,2019-05-04,iNat
Vanessa cardui,37.7162783333,-122.4298633333,2019-05-11,iNat
Vanessa cardui,34.08383884,-118.6398199295,2019-05-12,iNat
Vanessa cardui,34.562758659000004,-118.1446230413,2019-05-12,iNat
Vanessa cardui,34.3044643198,-118.5066998006,2019-05-12,iNat
Vanessa cardui,34.1997459345,-118.6030775217,2019-05-12,iNat
Vanessa cardui,38.46183,-123.1424778333,2019-05-11,iNat
Vanessa cardui,38.5789116563,-121.4563271891,2019-05-12,iNat
Vanessa cardui,37.5068970838,-122.3013074129,2019-05-12,iNat
Vanessa cardui,32.7638380253,-117.0687304688,2019-05-12,iNat
Vanessa cardui,34.12255615,-118.2915286348,2019-05-12,iNat
Vanessa cardui,35.4767302206,-120.6098842646,2019-05-11,iNat
Vanessa cardui,37.9679321946,-122.7834323276,2019-05-11,iNat
Vanessa cardui,34.1701,-118.4805666667,2019-05-12,iNat
Vanessa cardui,37.9284996392,-122.3374466439,2019-05-11,iNat
Vanessa cardui,32.8592533342,-118.538343053,2019-05-07,iNat
Vanessa cardui,34.0744507313,-118.6022053008,2019-05-12,iNat
Vanessa cardui,37.5134789665,-121.8881282677,2019-05-12,iNat
Vanessa cardui,37.4762,-122.1246721667,2019-05-12,iNat
Vanessa cardui,44.0284458508,-123.0196773475,2019-05-12,iNat
Vanessa cardui,39.2891416667,-120.99903,2019-05-04,iNat
Vanessa cardui,37.76463,-122.432945,2019-05-12,iNat
Vanessa cardui,38.6185509405,-121.3087046519,2019-05-12,iNat
Vanessa cardui,34.158290863,-118.1179122925,2019-05-12,iNat
Vanessa cardui,37.59283,-122.484055,2019-05-12,iNat
Vanessa cardui,33.35998,-116.3925333333,2019-03-26,iNat
Vanessa cardui,33.3598366667,-116.3923033333,2019-03-26,iNat
Vanessa cardui,34.0133694369,-118.3773049859,2019-05-12,iNat
Vanessa cardui,33.8060132414,-118.0891843793,2019-05-12,iNat
Vanessa cardui,38.5424995422,-121.7480545044,2019-05-12,iNat
Vanessa cardui,33.8691215515,-118.313659668,2019-05-12,iNat
Celastrina echo,48.4799869899,-123.3716605167,2019-05-12,iNat
Vanessa cardui,34.1843086901,-118.174231276,2019-05-12,iNat
Vanessa cardui,37.787682983,-122.4835344078,2019-05-11,iNat
Vanessa cardui,34.0761805,-118.4746866667,2019-05-12,iNat
Vanessa cardui,37.7398111111,-122.4530472222,2019-05-04,iNat
Vanessa cardui,37.7398111111,-122.4530472222,2019-05-04,iNat
Vanessa cardui,34.1851397177,-118.1744292428,2019-05-12,iNat
Vanessa cardui,34.0389083932,-118.5149107567,2019-05-12,iNat
Vanessa cardui,41.3032633333,-105.60367,2019-05-12,iNat
Colias eurytheme,33.0480236216,-100.5182918834,2019-05-08,iNat
Vanessa cardui,37.5774621989,-121.9367678998,2019-05-11,iNat
Vanessa cardui,37.58405,-121.9417888889,2019-05-11,iNat
Vanessa cardui,37.5245054439,-122.360451026,2019-05-12,iNat
Vanessa cardui,34.0072222167,-118.3606716667,2019-05-12,iNat
Vanessa cardui,32.8498583333,-118.4507216667,2019-05-12,iNat
Vanessa cardui,37.73243,-122.1283638333,2019-05-11,iNat
Colias eurytheme,38.12706,-122.545813,2019-05-12,iNat
Vanessa cardui,39.75524,-105.210605,2019-05-04,iNat
Vanessa cardui,34.2355568031,-119.0323410665,2019-05-11,iNat
Vanessa cardui,37.9903694848,-109.5189371613,2019-05-12,iNat
Vanessa cardui,33.4674371,-117.6616125,2019-05-12,iNat
Vanessa cardui,37.8714916667,-122.240945,2019-05-12,iNat
Vanessa cardui,33.4674371,-117.6616125,2019-05-12,iNat
Celastrina echo,41.6820817,-124.1145925,2019-05-10,iNat
Vanessa cardui,37.8726716667,-122.2385166667,2019-05-12,iNat
Vanessa cardui,38.5633416667,-121.4242783333,2019-05-12,iNat
Vanessa cardui,37.5816777967,-122.3856599647,2019-05-12,iNat
Vanessa cardui,34.138956439,-117.9373586802,2019-05-12,iNat
Polygonia gracilis,39.9460342612,-105.2870966816,2019-05-12,iNat
Vanessa cardui,34.164025,-118.4210966667,2019-05-12,iNat
Vanessa cardui,37.5009611111,-122.3019472222,2019-05-12,iNat
Vanessa cardui,39.945697605,-105.2842832781,2019-05-12,iNat
Vanessa cardui,38.2416852836,-122.1470302364,2019-05-12,iNat
Vanessa cardui,34.1152528333,-118.3045583333,2019-04-27,iNat
Vanessa cardui,47.7953844967,-117.5452716305,2019-05-12,iNat
Vanessa cardui,38.534170068,-122.7435171579,2019-05-12,iNat
Vanessa cardui,37.7455462131,-122.3760656938,2019-05-11,iNat
Colias eurytheme,37.8726290167,-109.3426955772,2019-05-12,iNat
Vanessa cardui,34.0143623352,-118.3690643311,2019-05-12,iNat
Vanessa cardui,41.2435866667,-122.0101916667,2019-05-10,iNat
Vanessa cardui,34.0229263306,-118.4990081787,2019-05-12,iNat
Vanessa cardui,38.4236689994,-123.0950849354,2019-05-12,iNat
Vanessa cardui,38.4238707278,-123.0991189778,2019-05-12,iNat
Colias eurytheme,38.5280134922,-107.6490286223,2017-07-31,iNat
Vanessa cardui,37.0810958,-121.4587386,2019-05-11,iNat
Vanessa cardui,34.3768501667,-118.4689331667,2019-05-05,iNat
Vanessa cardui,40.9300934844,-112.1660154897,2019-05-09,iNat
Vanessa cardui,34.1700583333,-118.480645,2019-05-12,iNat
Vanessa cardui,38.0684520531,-122.9495998703,2019-05-12,iNat
Vanessa cardui,37.5778583333,-122.47528,2019-05-12,iNat
Vanessa cardui,37.2770416667,-121.8565133333,2019-05-10,iNat
Vanessa cardui,37.3288532169,-122.0956332606,2019-05-10,iNat
Vanessa cardui,40.7563100202,-111.3859478456,2019-05-10,iNat
Aglais milberti,40.7548796495,-111.3832012636,2019-05-10,iNat
Vanessa cardui,34.1799843926,-118.0960064067,2019-05-12,iNat
Vanessa cardui,37.9185517836,-121.9433540615,2019-05-12,iNat
Vanessa cardui,34.3251298699,-118.4329570991,2019-05-12,iNat
Vanessa cardui,47.5503364705,-122.1232043579,2019-05-12,iNat
Vanessa cardui,34.247275,-118.5887533333,2019-05-12,iNat
Vanessa cardui,34.24057,-118.5887083333,2019-05-12,iNat
Vanessa cardui,34.0654530472,-118.910840613,2019-05-10,iNat
Vanessa cardui,37.9665901821,-122.2690777271,2019-05-12,iNat
Polygonia gracilis,38.9741383333,-114.2557966667,2019-05-12,iNat
Vanessa cardui,33.0235666667,-116.7979,2019-05-12,iNat
Vanessa cardui,38.4006379456,-123.0954431031,2019-05-11,iNat
Vanessa cardui,33.8122200443,-118.3903526669,2019-05-05,iNat
Vanessa cardui,38.3997113583,-123.0955081991,2019-05-12,iNat
Vanessa cardui,38.4008388135,-123.0955456702,2019-05-12,iNat
Vanessa cardui,33.4052575553,-118.3695882497,2019-05-12,iNat
Vanessa cardui,42.723125915,-112.4181036167,2019-05-11,iNat
Vanessa cardui,43.8235095722,-117.0198269374,2019-05-12,iNat
Vanessa cardui,32.8694166667,-116.8909666667,2019-05-12,iNat
Colias eurytheme,32.8694,-116.8910666667,2019-05-12,iNat
Colias eurytheme,37.0810958,-121.4587386,2019-05-11,iNat
Vanessa cardui,38.00505555,-122.7963466667,2019-05-12,iNat
Vanessa cardui,33.7684178073,-118.1554520411,2019-05-13,iNat
Vanessa cardui,38.010054222,-121.7271368891,2019-05-13,iNat
Vanessa cardui,37.2387431,-122.0690536,2019-05-12,iNat
Vanessa cardui,37.4126594,-122.1690345,2019-05-11,iNat
Vanessa cardui,38.565604873,-121.7538466585,2019-05-13,iNat
Vanessa cardui,34.111325,-118.926955,2019-05-11,iNat
Vanessa cardui,38.5655555455,-121.7538055872,2019-05-13,iNat
Vanessa cardui,34.2589038564,-118.8186325786,2019-05-13,iNat
Vanessa cardui,37.5503050702,-122.0629827813,2019-05-13,iNat
Vanessa cardui,36.7603333333,-121.5043633333,2019-05-11,iNat
Vanessa cardui,33.7763027778,-118.0537249722,2019-05-13,iNat
Vanessa cardui,38.44539482,-122.81369895,2019-05-13,iNat
Vanessa cardui,45.6885377557,-122.7664081615,2019-05-13,iNat
Vanessa cardui,34.1694879346,-118.5280047544,2019-05-13,iNat
Vanessa cardui,34.0196151733,-117.1839904785,2019-05-13,iNat
Vanessa cardui,34.0916020873,-118.8332016558,2019-05-12,iNat
Celastrina echo,39.6162906335,-120.5046450784,2019-05-11,iNat
Vanessa cardui,38.557201135,-121.529513402,2019-05-13,iNat
Vanessa cardui,33.7828661967,-118.3452465758,2019-05-05,iNat
Vanessa cardui,39.93235,-104.7698366667,2019-05-13,iNat
Vanessa cardui,34.0913250875,-118.8325928019,2019-05-12,iNat
Libytheana carinenta,32.3356486,-106.5994416,2019-05-13,iNat
Vanessa cardui,34.0915874436,-118.8331504333,2019-05-12,iNat
Vanessa cardui,34.0910429251,-118.8320815318,2019-05-12,iNat
Vanessa cardui,34.0095411953,-118.1668756565,2019-05-13,iNat
Vanessa cardui,34.1378172615,-118.0288321307,2019-05-13,iNat
Vanessa cardui,33.99291633,-118.47786213,2019-05-13,iNat
Vanessa cardui,38.0086097717,-121.7272186279,2019-05-13,iNat
Vanessa cardui,37.5032412755,-122.4814782261,2019-05-10,iNat
Vanessa cardui,37.9235439,-122.5964705,2019-05-13,iNat
Vanessa cardui,37.8055833333,-122.4330966667,2019-05-08,iNat
Vanessa cardui,33.845555,-117.8923416667,2019-05-13,iNat
Vanessa cardui,33.8455616667,-117.8923333333,2019-05-13,iNat
Vanessa cardui,32.729695055,-117.2442800363,2019-05-13,iNat
Vanessa cardui,33.840995,-118.1608361667,2019-05-13,iNat
Vanessa cardui,36.8055195066,-119.6887427312,2019-04-29,iNat
Polygonia gracilis,38.4948727555,-106.3232697748,2017-08-02,iNat
Vanessa cardui,37.74087,-122.433993,2019-05-13,iNat
Polygonia gracilis,37.9542235009,-105.6695479799,2017-07-04,iNat
Vanessa cardui,38.23962,-122.9946583333,2019-05-13,iNat
Vanessa cardui,34.0962638333,-118.7172783333,2019-05-12,iNat
Vanessa cardui,34.096225,-118.7174833333,2019-05-12,iNat
Vanessa cardui,34.0516028333,-118.95958,2019-05-12,iNat
Vanessa cardui,39.20842472,-121.048467178,2019-05-11,iNat
Vanessa cardui,37.7202769393,-122.4835853118,2019-05-13,iNat
Vanessa cardui,32.5629305556,-117.1262916667,2019-05-13,iNat
Vanessa cardui,44.6772016667,-118.2187566667,2019-05-05,iNat
Celastrina echo,44.726995,-118.8219466667,2019-05-05,iNat
Vanessa cardui,41.7064484852,-111.8487320669,2019-05-12,iNat
Vanessa cardui,33.7747424475,-118.3563572913,2019-05-07,iNat
Vanessa cardui,32.918094635,-118.4896469116,2019-05-05,iNat
Vanessa cardui,32.876953125,-118.4348907471,2019-05-04,iNat
Vanessa cardui,38.0715049339,-120.5564054754,2019-04-29,iNat
Vanessa cardui,32.8687057495,-118.4894332886,2019-05-03,iNat
Vanessa cardui,32.8681144714,-118.4891433716,2019-05-03,iNat
Colias eurytheme,36.5085333333,-121.1330233333,2019-05-05,iNat
Vanessa cardui,38.2657312,-121.4392345,2019-05-10,iNat
Vanessa cardui,36.3276583333,-119.187575,2019-05-13,iNat
Vanessa cardui,34.5205879211,-117.9836654663,2019-05-11,iNat
Vanessa cardui,37.9440025135,-122.5957966376,2019-05-13,iNat
Vanessa cardui,37.2947666667,-107.8781883333,2019-04-04,iNat
Vanessa cardui,44.5291666667,-110.8365166667,2019-05-13,iNat
Vanessa cardui,46.0222112295,-109.8518179917,2019-05-14,iNat
Vanessa cardui,40.2525033333,-111.6545783333,2019-05-01,iNat
Vanessa cardui,34.19498,-118.605255,2019-05-09,iNat
Vanessa cardui,34.2088110885,-118.6365423539,2019-05-14,iNat
Vanessa cardui,34.4427563763,-119.2239239161,2019-05-14,iNat
Vanessa cardui,40.6710795745,-111.4905483711,2019-05-14,iNat
Vanessa cardui,38.5353347395,-121.7549209803,2019-05-14,iNat
Vanessa cardui,32.88487,-116.82421,2019-05-12,iNat
Vanessa cardui,38.55621878,-121.67193179,2019-05-14,iNat
Vanessa cardui,40.0177475,-105.2977894,2019-05-13,iNat
Vanessa cardui,34.23003,-116.85933,2019-05-14,iNat
Vanessa cardui,37.6945533333,-121.9091716667,2019-05-14,iNat
Vanessa cardui,37.7926866667,-122.4549633333,2019-05-14,iNat
Vanessa cardui,38.7650031732,-123.0005769186,2019-05-12,iNat
Colias eurytheme,38.7764122869,-122.8261601784,2019-05-07,iNat
Vanessa cardui,34.4118933287,-119.846921526,2019-05-14,iNat
Colias eurytheme,33.9651,-118.4508583333,2019-05-13,iNat
Vanessa cardui,37.7882352852,-122.4760143272,2019-05-14,iNat
Vanessa cardui,47.5831019049,-117.5586854294,2019-05-14,iNat
Vanessa cardui,37.4340357118,-122.095895391,2019-05-13,iNat
Colias eurytheme,29.266344,-103.302961,2019-05-10,iNat
Vanessa cardui,35.7425885,-118.60243607,2019-05-12,iNat
Vanessa cardui,33.7139633333,-118.296105,2019-05-14,iNat
Vanessa cardui,38.5467302939,-121.7018554733,2019-05-14,iNat
Vanessa cardui,37.0913308,-121.7196473,2019-05-14,iNat
Vanessa cardui,38.5836833333,-122.67112,2019-05-14,iNat
Vanessa cardui,33.1648353,-117.3412998,2019-05-14,iNat
Vanessa cardui,38.5297870981,-121.7629981047,2019-05-14,iNat
Vanessa cardui,38.5297870981,-121.7629981047,2019-05-14,iNat
Vanessa cardui,40.1257695,-120.8474716667,2019-05-14,iNat
Vanessa cardui,34.0229202,-117.1586363,2019-05-13,iNat
Vanessa cardui,40.3477283288,-122.8625846935,2019-05-14,iNat
Celastrina echo,34.1870873224,-118.0182977021,2019-05-14,iNat
Vanessa cardui,34.1954083333,-118.605255,2019-05-14,iNat
Vanessa cardui,36.067595641,-121.5918095195,2019-05-11,iNat
Vanessa cardui,36.067595641,-121.5918095195,2019-05-11,iNat
Vanessa cardui,35.8155490406,-118.6495883914,2019-05-12,iNat
Vanessa cardui,36.6098216667,-121.9067383333,2019-05-14,iNat
Vanessa cardui,45.81651727,-108.49084562,2019-05-14,iNat
Vanessa cardui,37.7878799438,-120.7417221069,2019-05-14,iNat
Colias eurytheme,46.5727342815,-103.5099129431,2019-05-12,iNat
Colias eurytheme,46.5722840793,-103.5075096839,2019-05-12,iNat
Vanessa cardui,33.7139383333,-118.2961366667,2019-05-14,iNat
Vanessa cardui,34.1613883972,-117.8241653442,2019-03-20,iNat
Vanessa cardui,37.4932641034,-122.1758144533,2019-05-14,iNat
Vanessa cardui,34.7179833333,-118.8262416667,2019-05-14,iNat
Vanessa cardui,40.7357849682,-111.9251918585,2019-05-11,iNat
Vanessa cardui,37.4003068566,-122.2175575949,2019-05-14,iNat
Vanessa cardui,37.7685333512,-122.4397063394,2019-05-14,iNat
Vanessa cardui,37.7689632492,-122.4396527224,2019-05-14,iNat
